node1,node2,relation
CID000002576,CID000003652,C0037199
CID000003075,CID000004170,C0013144
5593,6300,interacts
CID000002541,CID000003440,C0020437
CID000002083,CID000003308,C0836924
4543,8803,interacts
CID000002118,CID000005533,C0018824
CID000002088,CID000003957,C0007859
CID000000937,CID006398525,C0277925
CID000001971,CID000065027,C0151766
CID000003062,CID000004170,C0034067
CID000002022,CID000054688,C0344232
CID000005029,CID004475485,C0242429
CID000000853,CID000003962,C0522224
1174,2647,interacts
CID000001117,CID000004138,C0039239
3660,6601,interacts
CID000000450,CID000000772,C0178415
CID000000596,CID000005291,C0001339
CID000001690,CID000004674,C0040261
CID000000206,CID000002249,C0016977
CID000004253,CID000005376,C0013384
CID000002541,CID000002617,C0006266
2064,8471,interacts
CID000005212,CID000005651,C0004623
CID000003325,CID000003446,C0035305
CID000000596,CID000004595,C0039240
CID000002786,CID000003365,C0278008
CID000002764,CID000003325,C0243026
CID000002771,CID000004411,C0020538
CID000000214,CID000005212,C0027651
CID000000772,CID005311048,C1145670
CID000005379,CID000005523,C0036572
CID000003003,CID000003310,C0016242
CID000003957,CID000004449,C0009806
CID000003062,CID000005002,C0028734
CID000005523,CID000005544,C0028081
CID000002806,CID000004740,C0699885
CID000002311,CID000005039,C0020443
CID000004889,CID000005487,C0017168
CID000001302,CID000002249,C0038525
6091,1969,interacts
CID000002118,CID000005401,C0027769
CID000004679,CID000119607,C0003467
CID000003937,CID000024486,C0242429
CID000005379,CID000150311,C0020437
CID000002541,CID000004679,C0003044
CID000005291,CID000077999,C0029408
CID000002022,CID000124087,C0027962
CID000004189,9420,targets
CID000004201,CID000004679,C0030794
CID000005732,CID000034312,C0149741
CID000001983,CID000002250,C0042514
CID000003410,CID000003446,C0221776
CID000003405,CID000004594,C0008031
CID000001302,CID000003446,C0085614
CID000002803,CID000002955,C0086543
CID000003652,CID000005487,C0038454
CID000002462,CID000003883,C0014130
140625,10059,interacts
CID000000143,CID000060147,C0020456
CID000002118,CID000004634,C0030312
56104,79671,interacts
CID000060164,CID000119607,C0020517
6790,3181,interacts
CID000004894,CID000005291,C0042909
CID000002764,CID000005512,C0011880
CID000002658,CID000005732,C0017152
CID000003308,CID000003961,C0036572
CID000002092,CID000003440,C0022116
CID000002524,CID000003157,C0037315
CID000003961,CID000005379,C0018099
CID000004058,CID000060147,C0007787
CID000003672,CID000003883,C0009946
CID000002187,CID000002662,C0004623
CID000003957,CID000004091,C0221706
CID000003958,CID000004917,C0456909
CID000002576,CID000003386,C0242362
CID000002764,CID000005212,C0012813
CID000000853,CID000150610,C0032227
CID000003488,CID000005402,C0007642
CID000003672,CID000130881,C0029442
CID000004091,CID000123620,C0011630
84078,129285,interacts
CID000004679,CID003468412,C0042384
CID000002662,CID000004253,C0017565
CID000003016,CID000005267,C0220982
CID000002771,CID000003152,C0178282
CID000002802,CID000003914,C0018681
142689,92591,interacts
CID000003016,CID000005672,C0021311
CID000002713,CID000004917,C0221706
5822,1655,interacts
CID000005391,CID000008953,C0037199
56655,1455,interacts
23248,9646,interacts
CID000000444,CID000002786,C0002962
CID000003957,CID000005358,C0032285
10813,10557,interacts
CID000002764,CID000003826,C0027531
CID000002771,CID000003467,C0042029
CID000004091,CID000163742,C0007784
CID000002088,CID000003899,C0014118
CID000002250,CID000002786,C0039520
CID000004900,CID000006691,C0151786
CID000002803,CID000104865,C0015256
CID000003559,CID000003878,C0011854
CID000002895,CID000004075,C0029443
4211,3237,interacts
CID000002462,CID000072054,C0018932
CID000002250,CID000508230,C0006277
CID000003075,CID000005372,C0015230
10971,5894,interacts
CID000003148,CID000004212,C1442903
CID000002265,CID000003348,C0456909
CID000003365,CID000093860,C0005779
CID000002662,CID000005656,C0162323
CID000002462,CID000004946,C0041657
197320,7415,interacts
CID000004927,CID000054688,C0018188
90025,222235,interacts
CID000002771,CID000005514,C0015732
891,896,interacts
10309,6240,interacts
CID000005544,CID000087177,C0007642
CID000003003,CID000060865,C0025222
5829,11122,interacts
CID000004091,CID000005155,C0025061
CID000002311,CID000004889,C0018939
CID000002118,CID000002477,C0000731
409,390148,interacts
CID000002284,CID000005002,C0031212
3852,5970,interacts
CID000004543,CID000004635,C0162429
9021,9867,interacts
CID000004253,CID000008953,C0836924
CID000004583,CID000005253,C0012813
CID000000772,CID000004112,C0005961
CID000003161,CID000004052,C0018799
883,148811,interacts
CID000003877,CID000004171,C0011168
CID000001065,CID000005002,C0428977
CID000003158,CID000003883,C0004093
CID000002022,CID000032797,C0028259
CID000005358,CID000005514,C0085583
CID000002771,CID000003161,C0043094
CID000003883,CID000005372,C0020433
2783,2916,interacts
CID000002250,CID000003640,C0152031
3845,3716,interacts
CID000005650,CID000125889,C0004134
CID000002550,CID000003333,C0040034
CID000002554,CID000003463,C0917801
CID000004812,CID000087177,C0014544
CID000003345,CID000004829,C0497247
CID000002244,CID000016231,C0006840
3628,51763,interacts
CID000000450,CID000004485,C0025874
4622,10097,interacts
CID000005523,CID000062924,C0034063
CID000003016,CID006398525,C0264545
81887,79050,interacts
695,79813,interacts
CID000003672,CID000054454,C0026265
22938,23512,interacts
4543,9217,interacts
CID000000271,CID000004585,C0020649
CID000002678,CID000091270,C0442874
CID000004635,CID000005426,C0037287
CID000003333,CID000006691,C0033860
CID000004205,CID000005466,C1260880
CID000004900,CID000005578,C0003850
CID000004054,CID000060831,C0011849
CID000000271,CID000003365,C0033975
CID000005735,CID000060147,C0080274
CID000071616,CID000093860,C0030193
CID000002541,CID000003488,C0023890
CID000004927,CID005481350,C0085602
CID000000450,CID000004900,C0019291
CID000002462,CID000003405,C0242429
CID000004107,CID000077999,C0018932
CID000006691,CID000083786,C0030326
CID000003108,CID000003333,C0040034
CID000003476,CID000003510,C0027947
CID000004052,CID000004900,C0005001
CID000001302,CID000002269,C0027497
CID000002435,554,targets
CID000001775,CID000003350,C0013362
CID000002771,CID000056959,C0085649
CID000003958,CID003085017,C0162834
7024,64859,interacts
CID000004107,CID000005533,C0750426
CID000002891,CID000004999,C0015802
CID000003308,CID000004894,C0031117
1308,26503,interacts
790,5979,interacts
CID000003016,CID000016231,C0024117
CID000003158,CID000005514,C0037315
CID000000450,CID000124087,C0038358
7915,29958,interacts
CID000003958,CID000004205,C0031542
CID000003365,CID000004543,C0027796
CID000002622,CID000003440,C0027497
CID000003878,CID000004411,C0036572
CID000004585,CID000005650,C0032300
80028,80321,interacts
CID000002160,CID000005267,C0003467
CID000002250,CID000005005,C0016199
CID000005379,CID000005391,C0000737
CID000003780,CID000083786,C0085593
CID000003345,CID000005029,C0018944
CID000002802,CID000005391,C0023798
CID000003161,CID000003386,C0028084
CID000004259,CID000005039,C0011991
CID000002088,CID000003405,C0085681
11047,6202,interacts
CID000004911,CID000005523,C0018802
CID000004900,CID000005073,C0041834
CID000004052,CID000005038,C0002170
CID000002250,CID000005078,C0085631
CID000002083,CID000003062,C0042510
CID000005039,CID006398525,C0220983
CID000004594,CID000005077,C0037299
CID000002678,CID000005391,C0917801
CID000002269,CID000028112,C0018817
CID000004052,CID000005376,C0006826
CID000001690,CID000003143,C0008350
CID000002162,CID000002477,C0011334
CID000003345,CID000005732,C0032300
CID000003494,CID000004595,C0037299
CID000004679,CID000005090,C0699885
CID000003339,CID000004510,C0007570
6143,64969,interacts
CID000003121,CID000004205,C0022660
1478,27243,interacts
90390,116931,interacts
140625,90141,interacts
CID000004873,CID000060865,C0917801
CID000002895,CID004475485,C0011616
CID000002712,CID000004253,C0034063
CID000000581,CID000004168,C0042487
CID000005039,CID000005656,C0686347
4811,4327,interacts
CID000002585,CID003002190,C0398353
CID000001690,CID000003877,C0011175
CID000002764,CID000004674,C0003962
3456,3572,interacts
CID000004917,CID005493381,C0151786
CID000002308,CID000005732,C0007787
4089,9392,interacts
CID000003040,CID000005090,C0008325
CID000002585,CID000041781,C0013428
CID000003954,CID000005732,C0039239
CID000002487,CID000005719,C0038454
397,22890,interacts
85417,1022,interacts
CID000004873,CID006398970,C0018924
CID000001065,CID000005035,C0020649
CID000087177,CID000152945,C0035222
CID000003108,CID000119607,C0025297
CID000003161,CID000054374,C0041755
CID000001117,CID000077993,C0149931
CID000004195,CID000083786,C0042963
CID000000937,CID000003961,C0342579
CID000087177,CID003468412,C0085606
CID000003255,CID000150311,C0151904
CID000002909,CID000003869,C0042029
CID000003203,CID000003706,C0158252
CID000004873,CID000005076,C0043096
CID000003937,CID000005035,C0033845
CID000001065,CID000004889,C0004093
8359,474382,interacts
CID000001302,CID005311027,C0017601
CID000002803,CID000003386,C0027796
CID000002771,CID000004946,C0040997
9295,8480,interacts
114548,7428,interacts
CID000002656,CID000003825,C0032227
CID000003639,CID000003648,C0020456
CID000002083,CID000003348,C0221706
CID000003143,CID000003310,C0011053
CID000003143,CID000004917,C0878544
CID000004253,CID000004510,C0004610
CID000004991,CID000006691,C0011991
CID000004900,CID000005401,C0005001
CID000004173,CID003468412,C0007282
CID000003003,CID000005656,C0040046
CID000002891,CID000003446,C0015967
CID000005212,CID000005402,C0031350
CID000002891,CID000004900,C0162316
CID000003446,CID000005291,C0039446
CID000006691,CID000008953,C0025222
CID000004253,CID000004585,C0031256
CID000001117,CID000005184,C0022660
2961,80063,interacts
CID000002803,CID000003405,C0162429
CID000004679,CID000005040,C0007282
8837,5664,interacts
10762,6428,interacts
CID000002658,CID000003405,C0220981
CID000003003,CID000005073,C0032285
CID000004900,CID000156419,C0575081
CID000003016,CID000003661,C0042345
CID000002666,CID000004927,C0035305
CID000002162,CID000003393,C0038663
CID000004900,CID000119607,C0085624
CID000003954,CID000060865,C0026858
164668,8065,interacts
CID000002806,CID000005466,C0040822
CID000005203,CID000091270,C0041912
55075,9282,interacts
950,3565,interacts
CID000005077,CID004659568,C0917801
CID000004171,CID000004616,C0016059
CID000004583,CID000064147,C0031046
CID000003767,CID000005732,C0042963
CID000003937,CID000005732,C0020557
CID000004112,CID000005978,C0005697
CID000002022,CID000002478,C0035317
CID000003961,CID000004691,C0019521
CID000003158,CID000004052,C0030554
CID000003121,CID000004205,C0002871
CID000003516,CID000005732,C0006849
CID000004583,CID005487301,C0010054
CID000002512,CID000005029,C0008031
79727,201456,interacts
CID000004052,CID000004510,C0036974
79718,3013,interacts
CID000003333,CID000003749,C0027121
4846,6767,interacts
CID000005291,CID000071616,C0020517
CID000002541,CID000003404,C0043352
CID000002764,CID000003454,C0085631
CID000004091,CID000005487,C0015230
117531,114294,interacts
CID000002250,CID000004159,C0020625
CID000002249,CID000003658,C0022671
5599,7024,interacts
5048,998,interacts
CID000002662,CID000003902,C0029163
CID000003062,CID000005090,C0013405
1022,80349,interacts
CID000002083,CID000004946,C0027531
CID000002818,CID000054454,C0028754
80301,5159,interacts
CID000004171,CID000004900,C0042514
CID000004900,CID000005426,C0033845
CID000002250,CID000002617,C0000731
CID000003899,CID000005095,C0040822
CID000003883,CID000068740,C0033687
CID000003365,CID000005391,C0021092
CID000002471,CID000003478,C0085619
CID000002771,CID000003746,C0020162
CID000002909,CID000004052,C0080194
CID000003032,CID000004075,C0029456
CID000060831,CID000062924,C0010709
CID000003516,CID000003658,C0007642
CID000000159,CID000006691,C0699790
CID000004595,CID000005647,C0008033
CID000003042,CID006398525,C0221706
55832,6727,interacts
CID000000450,CID000003222,C0008033
CID000002311,CID000003957,C0220981
CID000002471,CID000005391,C0036983
CID000002803,CID000150311,C0017181
CID000005206,CID000009433,C0023895
CID000004253,CID000036339,C0497156
CID000001690,CID000003016,C0020625
CID000000450,CID000004679,C0042109
5793,145264,interacts
CID000003339,CID000003899,C0013395
CID000004691,CID000060831,C0034063
CID000002520,CID000003957,C0085649
CID000003157,CID000003890,C0019112
CID000002622,CID000004112,C0030193
CID000004900,CID000176870,C1145670
CID000003929,CID000004900,C0017181
8812,55174,interacts
CID000002666,CID000003715,C0017181
CID000004583,CID000054808,C0032290
11100,93487,interacts
CID000005735,CID000077999,C0002622
CID000000444,CID000003405,C0314719
CID000003463,CID000004171,C0011991
CID000000450,CID000002806,C0024205
CID000002719,CID000002907,C0030193
CID000003961,CID000009052,C0023895
CID000001971,CID000005726,C0008033
CID000003958,CID000004170,C0013362
CID000000838,CID000054454,C0036983
CID000002907,CID000003043,C1257843
5030,3351,interacts
CID000002142,CID000002907,C0003962
CID000002083,CID000003639,C0020621
CID000002646,CID000003463,C0085631
CID000002678,CID000003345,C0027962
CID000001065,CID000003890,C0032227
CID000002249,CID000002405,C0018932
CID000004168,CID000005203,C0027441
CID000002541,CID000002585,C0575090
CID000005735,CID000156419,C0036572
CID000002311,CID000005401,C0014863
CID000002806,CID003002190,C0151766
CID000003003,CID000004259,C0042384
CID000005095,CID000657298,C0006325
CID000005152,CID000005512,C0019348
CID000002803,CID000003463,C0041912
CID000002267,CID000004259,C0836924
356,3551,interacts
CID000002477,CID000002520,C0003850
6654,9467,interacts
CID000002092,CID000004635,C0242184
CID000002520,CID000005578,C0011882
CID000004583,CID000005719,C0020538
CID000002554,CID000003639,C0035305
CID000002550,CID000002895,C0392699
CID000003746,CID000004585,C0012833
CID000002658,CID000006691,C0035078
CID000002678,CID000004409,C0024050
CID000002666,CID000072054,C0020649
CID000005656,CID000119607,C0271468
9759,6613,interacts
3066,3301,interacts
CID000002022,CID000003161,C0004626
22884,6950,interacts
CID000123620,CID006398525,C0004245
CID000005732,CID000054688,C0398353
CID000003222,CID000005077,C0016199
CID000003325,CID000003652,C0003862
CID000003203,CID000004253,C0020433
10128,23474,interacts
2099,2353,interacts
383,435,interacts
CID000003454,CID000004889,C0031039
CID000002585,CID005353980,C0041834
CID000004674,CID000104741,C0003811
5432,9092,interacts
CID000003958,CID000004595,C0001418
8337,8344,interacts
4926,10274,interacts
64759,2065,interacts
CID000005073,CID000170361,C0011991
CID000004917,CID000005735,C0020621
CID000000450,CID000002678,C0042025
10390,8612,interacts
CID000002487,CID000003003,C0020649
CID000002118,CID000002520,C0020502
CID000002662,CID000003961,C0027404
CID000003249,CID000003652,C0022104
CID000003345,CID000005078,C0043096
CID000002524,CID003085017,C0033774
CID000054374,CID000104865,C0024121
CID000002554,CID000004666,C0004093
CID000002118,CID000004599,C0263912
CID000004159,CID000004171,C0004245
CID000002520,CID000004943,C0010054
491,1948,interacts
CID000003658,CID000004599,C1136085
CID000002585,CID000216326,C0034886
CID000004583,CID000060147,C0037928
26123,10328,interacts
CID000003793,CID000004635,C0013428
CID000004409,CID000004900,C0041834
CID000004583,CID000004635,C0001418
CID000003702,CID000003890,C0013144
3383,10437,interacts
3428,54512,interacts
CID000002512,CID000002617,C0007642
CID000001117,CID000003648,C0242379
CID000003878,CID000004449,C0022661
5683,4792,interacts
CID000004158,CID000054688,C0015230
CID000003062,CID000003121,C0011854
CID000004205,CID000005372,C0019079
CID000004595,CID000130881,C0151966
79631,55176,interacts
CID000004594,CID000005394,C0024236
55860,5216,interacts
CID000001117,CID003468412,C0030252
CID000001690,CID000004583,C0149721
CID000003883,CID000130881,C0020649
94015,144453,interacts
CID000002678,CID000041781,C0595939
CID000119607,CID005311297,C0428977
CID000000444,CID000005391,C0040128
CID000002585,CID000004510,C0020619
7200,2641,interacts
CID000000444,CID000000942,C0086769
9901,5880,interacts
CID000004595,CID000005234,C0021845
CID000003121,CID000003958,C0010200
CID000002083,CID000005645,C0004626
CID000002405,CID000002554,C0040997
CID000000444,CID000004158,C0149512
CID000002092,CID000005656,C0018681
CID000004173,CID000010631,C0010200
CID000002311,CID000003937,C0008350
CID000002171,CID000003746,C0022603
CID000003310,CID000060147,C0341047
CID000002520,CID000004927,C0004096
